"Ballot";"Commune";"Level";"TERYT";"Office";"Committee";"Signature";"Type";"Position";"Family name";"Names";"Sex";"Age";"Education";"Party";"Endorsement";"Teryt of resident's place";"Commune of resident's place";"Resident's place";"Statement";"Elected";"Votes quantity";"% of votes"
"1";"Brzeżno";"gmina do 20 tyś.";"321602";"Reeve";"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE 2010 W BRZEŻNIE";"DKS-7503-144/10";"wyborczy w gminie do 20 tys.";"2";"Janas";"Andrzej Tomasz";"M";"50";"wyższe";;;"321602";"Brzeżno";"Brzeżno";;"2";"544";"39,19"
"1";"Nowogard";"gmina pow. 20 tyś.";"320404";"Mayor";"KOMITET WYBORCZY WYBORCÓW WSPÓLNY NOWOGARD";"DSZ-7503-78/10";"wyborczy";"4";"Szafran";"Tomasz";"M";"30";"wyższe";;;"320404";"Nowogard";"Nowogard";;"N";"1719";"18,32"
"1";"Widuchowa";"gmina do 20 tyś.";"320609";"Reeve";"KOMITET WYBORCZY WYBORCÓW WSPÓLNA GMINA WIDUCHOWA";"DSZ-7503-94/10";"wyborczy w gminie do 20 tys.";"1";"GOŁĄB";"WACŁAW";"M";"50";"wyższe";;;"320609";"Widuchowa";"Widuchowa";;"N";"852";"39,39"
"1";"Darłowo";"gmina do 20 tyś.";"321301";"Mayor";"KOMITET WYBORCZY WYBORCÓW MARIANA LASKOWSKIEGO";"DKS-7503-142/10";"wyborczy";"2";"Laskowski";"Marian Piotr";"M";"55";"średnie";;;"321301";"Darłowo";"Darłowo";;"N";"1457";"25,13"
"1";"Police";"gmina pow. 20 tyś.";"321104";"Mayor";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"4";"ŁAPIN";"AGNIESZKA MAGDALENA";"K";"29";"wyższe";"członek Polskiego Stronnictwa Ludowego";;"321104";"Police";"Police";;"N";"267";"1,90"
"1";"Dobra (Szczecińska)";"gmina do 20 tyś.";"321101";"Reeve";"KOMITET WYBORCZY WYBORCÓW TERESA DERA";"DSZ-7503-34/10";"wyborczy w gminie do 20 tys.";"1";"DERA";"TERESA";"K";"54";"WYŻSZE";;;"321101";"Dobra (Szczecińska)";"DOBRA";;"T";"5059";"81,01"
"1";"Kamień Pomorski";"gmina do 20 tyś.";"320703";"Mayor";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"5";"OLSZEWSKI";"MAREK";"M";"59";"WYŻSZE";"członek Prawa i Sprawiedliwości";;"320703";"Kamień Pomorski";"KAMIEŃ POMORSKI";;"N";"59";"0,97"
"1";"Chojna";"gmina do 20 tyś.";"320603";"Mayor";"KOMITET WYBORCZY WYBORCÓW Mądrze ku dobru wspólnemu";"DSZ-7503-309/10";"wyborczy w gminie do 20 tys.";"1";"Błęcki";"Sławomir Franciszek";"M";"43";"wyższe";"członek Prawa i Sprawiedliwości";;"320603";"Chojna";"Chojna";;"N";"190";"3,67"
"1";"Kołbaskowo";"gmina do 20 tyś.";"321102";"Reeve";"KOMITET WYBORCZY WYBORCÓW KLUB PRZYJACIÓŁ GMINY KOŁBASKOWO";"DSZ-7503-14/10";"wyborczy w gminie do 20 tys.";"4";"Schwarz";"Małgorzata";"K";"43";"wyższe";;;"321102";"Kołbaskowo";"Siadło Górne";;"2";"1351";"33,06"
"1";"Warnice";"gmina do 20 tyś.";"321206";"Reeve";"KOMITET WYBORCZY WYBORCÓW STAWIAMY NA DOŚWIADCZENIE";"DSZ-7503-129/10";"wyborczy w gminie do 20 tys.";"2";"Szymański";"Ireneusz Waldemar";"M";"53";"Wyższe";;;"321206";"Warnice";"Obryta";;"N";"729";"43,03"
"1";"Karnice";"gmina do 20 tyś.";"320503";"Reeve";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"1";"PASTUSZEK";"WŁADYSŁAW";"M";"59";"WYŻSZE";"członek Sojuszu Lewicy Demokratycznej";;"320503";"Karnice";"CERKWICA";;"N";"472";"21,99"
"1";"Kamień Pomorski";"gmina do 20 tyś.";"320703";"Mayor";"KOMITET WYBORCZY WYBORCÓW ZIEMIA KAMIEŃSKA";"DSZ-7503-330/10";"wyborczy w gminie do 20 tys.";"4";"OLESZCZUK";"STEFAN";"M";"52";"ŚREDNIE";;;"320703";"Kamień Pomorski";"RZEWNOWO";;"N";"217";"3,56"
"1";"Stepnica";"gmina do 20 tyś.";"320407";"Reeve";"KOMITET WYBORCZY WYBORCÓW NOWA STEPNICA";"DSZ-7503-247/10";"wyborczy w gminie do 20 tys.";"1";"OSAJDA";"MAREK";"M";"54";"WYŻSZE";;;"326201";"Szczecin";"SZCZECIN";;"N";"323";"17,18"
"1";"Chojna";"gmina do 20 tyś.";"320603";"Mayor";"KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA SAMORZĄDOWA - FORUM 2010";"DSZ-7503-262/10";"wyborczy";"2";"Fedorowicz";"Adam Wojciech";"M";"48";"wyższe";;;"320603";"Chojna";"Krajnik Górny";;"T";"3074";"59,45"
"1";"Chojna";"gmina do 20 tyś.";"320603";"Mayor";"KOMITET WYBORCZY WYBORCÓW GMINA DLA WSZYSTKICH";"DSZ-7503-65/10";"wyborczy w gminie do 20 tys.";"4";"Sakowski";"Grzegorz Józef";"M";"44";"wyższe";;;"320603";"Chojna";"Chojna";;"N";"514";"9,94"
"1";"Mieszkowice";"gmina do 20 tyś.";"320605";"Mayor";"KOMITET WYBORCZY WYBORCÓW SAMORZĄDNE MIESZKOWICE";"DSZ-7503-99/10";"wyborczy w gminie do 20 tys.";"1";"KACZMAREK";"GRZEGORZ ADAM";"M";"39";"WYŻSZE";;;"320605";"Mieszkowice";"CZELIN";;"2";"736";"23,79"
"1";"Mieszkowice";"gmina do 20 tyś.";"320605";"Mayor";"KOMITET WYBORCZY WYBORCÓW MIESZKOWICE GMINA Z PRZYSZŁOŚCIĄ";"DSZ-7503-229/10";"wyborczy w gminie do 20 tys.";"3";"OCHĘCKI";"EDWARD";"M";"50";"WYŻSZE";;;"320605";"Mieszkowice";"GOSZKÓW";;"N";"64";"2,07"
"1";"Resko";"gmina do 20 tyś.";"321804";"Mayor";"KOMITET WYBORCZY WYBORCÓW GMINA DLA MIESZKAŃCÓW";"DSZ-7503-122/10";"wyborczy w gminie do 20 tys.";"3";"Czerwiński";"Arkadiusz";"M";"46";"Wyższe";"członek Platformy Obywatelskiej Rzeczypospolitej Polskiej";;"321804";"Resko";"Resko";;"T";"1724";"61,90"
"1";"Dygowo";"gmina do 20 tyś.";"320802";"Reeve";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"2";"RUDZIS-GRUCHAŁA";"HELENA MARIA";"K";"35";"WYŻSZE";"członek Polskiego Stronnictwa Ludowego";;"320802";"Dygowo";"CZERNIN";;"N";"479";"23,47"
"1";"Dygowo";"gmina do 20 tyś.";"320802";"Reeve";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"1";"DONAJSKI";"GABRIEL";"M";"38";"WYŻSZE";"członek Prawa i Sprawiedliwości";;"320802";"Dygowo";"DYGOWO";;"N";"174";"8,53"
"1";"Dygowo";"gmina do 20 tyś.";"320802";"Reeve";"KOMITET WYBORCZY WYBORCÓW MARKA ZAWADZKIEGO";"DKS-7503-49/10";"wyborczy w gminie do 20 tys.";"3";"ZAWADZKI";"MAREK PAWEŁ";"M";"47";"WYŻSZE";"członek Platformy Obywatelskiej Rzeczypospolitej Polskiej";;"320802";"Dygowo";"DYGOWO";;"T";"1388";"68,01"
"1";"Sianów";"gmina do 20 tyś.";"320907";"Mayor";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"3";"Jankowiak";"Andrzej Kazimierz";"M";"60";"wyższe";;;"320907";"Sianów";"Trawica";;"N";"599";"10,89"
"1";"Brzeżno";"gmina do 20 tyś.";"321602";"Reeve";"KOMITET WYBORCZY WYBORCÓW SAMI SWOI W GMINIE BRZEŻNO";"DKS-7503-171/10";"wyborczy w gminie do 20 tys.";"3";"Stępień";"Robert Edward";"M";"42";"średnie";"członek Prawa i Sprawiedliwości";;"321602";"Brzeżno";"Pęczerzyński Młyn";;"N";"216";"15,56"
"1";"Lipiany";"gmina do 20 tyś.";"321203";"Mayor";"KOMITET WYBORCZY WYBORCÓW RAZEM DLA LIPIAN";"DSZ-7503-178/10";"wyborczy w gminie do 20 tys.";"3";"Przybylski";"Mariusz Marek";"M";"34";"wyższe";;;"321203";"Lipiany";"Lipiany";;"N";"577";"22,05"
"1";"Siemyśl";"gmina do 20 tyś.";"320806";"Reeve";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"3";"SOBOŃ";"JERZY JÓZEF";"M";"63";"WYŻSZE";;;"320801";"Kołobrzeg";"KOŁOBRZEG";;"N";"177";"13,22"
"1";"Choszczno";"gmina pow. 20 tyś.";"320202";"Mayor";"KOMITET WYBORCZY WYBORCÓW DEMOKRACI";"DSZ-7503-191/10";"wyborczy";"5";"SZWED";"IRENEUSZ JÓZEF";"M";"53";"WYŻSZE";;;"320202";"Choszczno";"CHOSZCZNO";;"N";"624";"6,88"
"1";"Mirosławiec";"gmina do 20 tyś.";"321703";"Mayor";"KOMITET WYBORCZY WYBORCÓW PIOTRA PAWLIKA";"DKS-7503-76/10";"wyborczy w gminie do 20 tys.";"1";"Pawlik";"Piotr";"M";"35";"wyższe";"członek Platformy Obywatelskiej Rzeczypospolitej Polskiej";;"321703";"Mirosławiec";"Mirosławiec";;"T";"1289";"52,85"
"1";"Mirosławiec";"gmina do 20 tyś.";"321703";"Mayor";"KOMITET WYBORCZY WYBORCÓW ELŻBIETY RĘBECKIEJ- SABAK - PRZYJAZNA GMINA";"DKS-7503-147/10";"wyborczy w gminie do 20 tys.";"2";"Rębecka-Sabak";"Elżbieta Beata";"K";"44";"wyższe";;;"321703";"Mirosławiec";"Mirosławiec";;"N";"1150";"47,15"
"1";"Kołbaskowo";"gmina do 20 tyś.";"321102";"Reeve";"KOMITET WYBORCZY WYBORCÓW HENRYKA JABŁOŃSKIEGO DLA GMINY. DLA MIESZKAŃCÓW";"DSZ-7503-42/10";"wyborczy w gminie do 20 tys.";"1";"Jabłoński";"Henryk";"M";"60";"wyższe";;;"321102";"Kołbaskowo";"Będargowo";;"N";"566";"13,85"
"1";"Gościno";"gmina do 20 tyś.";"320803";"Reeve";"KOMITET WYBORCZY WYBORCÓW ""WSPÓLNIE RAZEM""";"DKS-7503-99/10";"wyborczy w gminie do 20 tys.";"1";"Makochoń";"Lucjan";"M";"54";"średnie";;;"320803";"Gościno";"Gościno";;"N";"295";"16,83"
"1";"Dziwnów";"gmina do 20 tyś.";"320701";"Mayor";"KOMITET WYBORCZY WYBORCÓW ISKIERKA";"DSZ-7503-228/10";"wyborczy w gminie do 20 tys.";"2";"ISKRA";"GRZEGORZ";"M";"43";"wyższe";;;"320701";"Dziwnów";"Dziwnów";;"N";"37";"1,85"
"1";"Dziwnów";"gmina do 20 tyś.";"320701";"Mayor";"KOMITET WYBORCZY WYBORCÓW NASZA NOWA GMINA";"DSZ-7503-21/10";"wyborczy w gminie do 20 tys.";"5";"KOZICKI";"KRZYSZTOF";"M";"60";"wyższe";;;"320701";"Dziwnów";"Dziwnów";;"2";"617";"30,82"
"1";"Borne Sulinowo";"gmina do 20 tyś.";"321504";"Mayor";"KOMITET WYBORCZY WYBORCÓW ""RAZEM JEDNOŚĆ""";"DKS-7503-188/10";"wyborczy";"2";"Hrehorowicz";"Ryszard";"M";"47";"wyższe ekonomiczne";"członek Polskiego Stronnictwa Ludowego";;"321504";"Borne Sulinowo";"Borne Sulinowo";;"N";"323";"9,03"
"1";"Choszczno";"gmina pow. 20 tyś.";"320202";"Mayor";"KOMITET WYBORCZY WYBORCÓW ODRODZENIE";"DSZ-7503-59/10";"wyborczy";"1";"ADAMCZYK";"ROBERT";"M";"39";"WYŻSZE";"członek Platformy Obywatelskiej Rzeczypospolitej Polskiej";;"320202";"Choszczno";"CHOSZCZNO";;"T";"4705";"51,86"
"1";"Białogard";"gmina pow. 20 tyś.";"320101";"Mayor";"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE SAMORZĄDOWE BIAŁOGARD";"DKS-7503-180/10";"wyborczy";"1";"Bagiński";"Krzysztof Józef";"M";"46";"wyższe";"członek Prawa i Sprawiedliwości";;"320101";"Białogard";"Białogard";;"2";"4737";"48,68"
"1";"Białogard";"gmina pow. 20 tyś.";"320101";"Mayor";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"3";"Turnik";"Janusz Marian";"M";"48";"wyższe";;;"320101";"Białogard";"Białogard";;"2";"3019";"31,02"
"1";"Białogard";"gmina pow. 20 tyś.";"320101";"Mayor";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"2";"Stachowiak";"Małgorzata Zofia";"K";"47";"wyższe";;;"320101";"Białogard";"Białogard";;"N";"1975";"20,30"
"1";"Choszczno";"gmina pow. 20 tyś.";"320202";"Mayor";"KOMITET WYBORCZY WYBORCÓW DOBRO GMINY";"DSZ-7503-298/10";"wyborczy";"2";"BOKUN";"HENRYK JERZY";"M";"48";"WYŻSZE";"członek Prawa i Sprawiedliwości";"popierany przez Prawo i Sprawiedliwość";"320202";"Choszczno";"CHOSZCZNO";;"N";"508";"5,60"
"1";"Choszczno";"gmina pow. 20 tyś.";"320202";"Mayor";"KOMITET WYBORCZY WYBORCÓW FORUM SAMORZĄDOWE XXI";"DSZ-7503-43/10";"wyborczy";"3";"KASZAK";"WIESŁAW";"M";"48";"WYŻSZE";;;"320202";"Choszczno";"CHOSZCZNO";;"N";"988";"10,89"
"1";"Choszczno";"gmina pow. 20 tyś.";"320202";"Mayor";"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE SPOŁECZNE I LEWICA POWIATU CHOSZCZEŃSKIEGO";"DSZ-7503-147/10";"wyborczy";"4";"SZCZĘSNY";"REMIGIUSZ JAN";"M";"58";"WYŻSZE";"członek Sojuszu Lewicy Demokratycznej";;"320202";"Choszczno";"CHOSZCZNO";;"N";"2247";"24,77"
"1";"Człopa";"gmina do 20 tyś.";"321702";"Mayor";"KOMITET WYBORCZY WYBORCÓW CIESZYNKA";"DKS-7503-242/10";"wyborczy w gminie do 20 tys.";"3";"Nowicki";"Bogdan";"M";"50";"wyższe";;;"321702";"Człopa";"Człopa";;"N";"195";"8,07"
"1";"Człopa";"gmina do 20 tyś.";"321702";"Mayor";"KOMITET WYBORCZY WYBORCÓW HALINY RAKOWSKIEJ ""NIEZALEŻNI""";"DKS-7503-121/10";"wyborczy w gminie do 20 tys.";"4";"Rakowska";"Halina Ewa";"K";"49";"wyższe";;;"321702";"Człopa";"Człopa";;"2";"892";"36,91"
"1";"Człopa";"gmina do 20 tyś.";"321702";"Mayor";"KOMITET WYBORCZY WYBORCÓW IRENY SMOLEŃSKIEJ";"DKS-7503-86/10";"wyborczy w gminie do 20 tys.";"5";"Smoleńska";"Irena Maria";"K";"61";"Wyższe";;;"321702";"Człopa";"Człopa";;"N";"101";"4,18"
"1";"Człopa";"gmina do 20 tyś.";"321702";"Mayor";"KOMITET WYBORCZY WYBORCÓW ZBIGNIEWA GUTOWSKIEGO";"DKS-7503-17/10";"wyborczy w gminie do 20 tys.";"1";"Gutowski";"Zbigniew";"M";"53";"Wyższe techniczne";;;"321702";"Człopa";"Człopa";;"N";"245";"10,14"
"1";"Chojna";"gmina do 20 tyś.";"320603";"Mayor";"KOMITET WYBORCZY WYBORCÓW INICJATYWA SAMORZĄDOWA";"DSZ-7503-6/10";"wyborczy";"3";"Rawecka";"Barbara";"K";"49";"wyższe";;;"320603";"Chojna";"Chojna";;"N";"1393";"26,94"
"1";"Boleszkowice";"gmina do 20 tyś.";"321002";"Reeve";"KOMITET WYBORCZY WYBORCÓW JESTEŚMY RAZEM";"DSZ-7503-254/10";"wyborczy w gminie do 20 tys.";"1";"Krzywicki";"Jan";"M";"55";"Średnie";;;"321101";"Dobra (Szczecińska)";"Dębno";;"T";"831";"60,92"
"1";"Boleszkowice";"gmina do 20 tyś.";"321002";"Reeve";"KOMITET WYBORCZY WYBORCÓW NASZA GMINA";"DSZ-7503-161/10";"wyborczy w gminie do 20 tys.";"2";"Woźniak";"Jan";"M";"61";"Wyższe";;;"321002";"Boleszkowice";"Namyślin";;"N";"533";"39,08"
"1";"Wałcz";"gmina do 20 tyś.";"321705";"Reeve";"KOMITET WYBORCZY WYBORCÓW PIOTRA ŚWIDERSKIEGO";"DKS-7503-132/10";"wyborczy w gminie do 20 tys.";"2";"Świderski";"Piotr Bogusław";"M";"64";"wyższe";;;"321705";"Wałcz";"Ostrowiec";;"T";"2678";"58,47"
"1";"Radowo Małe";"gmina do 20 tyś.";"321803";"Reeve";"KOMITET WYBORCZY WYBORCÓW WSPÓLNA GMINA - PRZYJAZNA MIESZKAŃCOM";"DSZ-7503-88/10";"wyborczy w gminie do 20 tys.";"2";"Lorent";"Wiesław Czesław";"M";"45";"wyższe";;;"321803";"Radowo Małe";"Radowo Małe";;"N";"547";"39,41"
"1";"Kamień Pomorski";"gmina do 20 tyś.";"320703";"Mayor";"KOMITET WYBORCZY WYBORCÓW NASZA GMINA";"DSZ-7503-81/10";"wyborczy w gminie do 20 tys.";"1";"GOLUSDA";"JACEK MICHAŁ";"M";"47";"WYŻSZE";;;"320703";"Kamień Pomorski";"KAMIEŃ POMORSKI";;"N";"882";"14,48"
"1";"Pyrzyce";"gmina do 20 tyś.";"321205";"Mayor";"KOMITET WYBORCZY WYBORCÓW JERZEGO MARKA OLECHA";"DSZ-7503-87/10";"wyborczy w gminie do 20 tys.";"4";"Olech";"Jerzy Marek";"M";"52";"wyższe";;;"321205";"Pyrzyce";"Pyrzyce";;"2";"3754";"45,23"
"1";"Kamień Pomorski";"gmina do 20 tyś.";"320703";"Mayor";"KOMITET WYBORCZY WYBORCÓW LIGA SAMORZĄDOWA OTTON";"DSZ-7503-230/10";"wyborczy";"2";"KARPIŃSKI";"BRONISŁAW GRZEGORZ";"M";"47";"WYŻSZE";;;"320703";"Kamień Pomorski";"KAMIEŃ POMORSKI";;"2";"2685";"44,08"
